X		Y		Z
-549805.5569	-1061505.719	1121.5686
-552907.1482	-1061071.681	1076.0626
-554483.0906	-1056828.606	791.3281
-554133.4905	-1064261.584	673.1172
-545365.4677	-1058905.394	582.6739
-547165.4601	-1059288.071	719.5277
-543766.4665	-1065963.72	1287.7761
-555058.4375	-1065445.418	730.2758
-554988.7989	-1062042.379	892.6539
-544599.3108	-1063182.459	1028.4495
-554323.4063	-1057741.937	1023.3351
-548026.9342	-1059224.709	854.0314
-543927.1759	-1056678.374	569.743
-550854.0437	-1060026.567	1142.3433
-548372.8852	-1062834.266	1029.0575
-547071.1758	-1060741.654	777.7521
-549109.8888	-1059395.342	1260.4666
-543683.5123	-1059206.16	745.2038
-546520.9416	-1056873.493	600.405
-549915.9316	-1057564.046	1169.6653
-543588.0013	-1058258.157	763.5549
-549935.7069	-1059684.753	985.9636
-551107.5638	-1056798.406	1274.9008
-552318.2359	-1056623.249	878.9549
-544404.0437	-1060196.177	616.834
-553197.0949	-1059707.123	1044.6287
-555231.2211	-1062030.749	898.3079
-546645.1072	-1060040.851	749.8848
-552692.9899	-1064008.466	717.8445
-547505.3826	-1062650.717	1149.3931
-553622.1466	-1062584.223	1103.3704
-547751.5206	-1057564.883	849.0314
-551179.5987	-1058683.292	1334.9232
-543731.2281	-1062446.195	816.8123
-548013.6235	-1060477.944	1069.3298
-548452.7181	-1062047.588	976.5428
-550798.4421	-1060756.207	962.0707
-553906.9865	-1063416.358	821.5723
-549245.0448	-1065573.831	917.5573
-552011.5453	-1063819.213	635.6436
-547102.3159	-1063040.448	1072.0314
-550915.651	-1056569.965	1345.3567
-555070.3274	-1057693.845	834.5731
-551228.8606	-1061596.651	791.233
-547571.5279	-1059386.905	792.6292
-544838.2491	-1060711.768	703.9087
-544104.1425	-1064798.846	1338.0316
-544300.3703	-1059586.371	619.6368
-543782.2009	-1059973.139	620.301
-553135.6921	-1058168.474	993.8811
-552338.6052	-1064550.803	570.7985
-549962.5577	-1066470.857	1066.5903
-553449.7398	-1065015.12	549.9296
-550064.2582	-1057212.5	1299.7102
-554547.2584	-1059569.902	1005.4432
-550352.7824	-1064758.291	688.8737
-545617.6713	-1066120.175	1182.7133
-550989.2189	-1064445.681	569.6566
-549574.884	-1058442.09	1206.9055
-551783.9212	-1057878.918	1263.817
-543984.2973	-1066893.688	1399.3157
-554369.7106	-1058931.585	848.8816
-546899.3036	-1062099.279	1051.0669
-544360.7634	-1061470.85	691.4948
-543794.447	-1066512.304	1277.6428
-543556.0433	-1058795.143	818.0682
-546853.6649	-1058111.075	676.2487
-552197.5691	-1065032.13	602.7429
-552996.0226	-1064623.593	574.4221
-548540.76	-1062588.476	1039.4025
-550172.2855	-1066403.037	973.34
-549921.6207	-1057336.114	1249.495
-548090.4606	-1064660.231	957.5081
-546228.3275	-1065917.95	971.7208
-550772.9351	-1059010.241	1297.0001
-547945.2598	-1064952.784	861.1923
-552235.4564	-1062958.447	781.2307
